ID,Upvotes
406729,23.06
220801,11.92
416422,13.05
211886,7.03
310911,641.66
267518,61.79
280059,318.0
366682,1.2
67621,60.34
192871,411.54
138413,9.21
119620,54.75
11743,78.78
428813,20.97
24097,499.11
196073,7.86
218231,14.75
22956,795.91
384151,7.3
283952,352.86
39085,4.11
2991,14.64
171726,19.23
252146,83.8
324628,18.09
72747,0.37
302444,1.2925
10388,39.84
354884,166.97
288553,37.23
93869,8.29
108902,342.97
22811,58.56
384417,360.34
238460,244.82
23802,30.65
422280,3.49
325172,154.19
172020,18.82
187953,4.52
188192,17.69
330904,26.41
284767,62.42
205553,9.27
168767,16.28
162077,55.51
133451,43.32
93947,15.8
428947,548.82
83780,132.76
439983,22.49
440957,24.04
279138,0.32
186943,1535.26
308365,89.57
19830,276.07
161385,8.16
290337,852.52
88664,561.78
54460,17.04
339332,19.74
168175,35.02
395119,66.8
189326,84.58
451957,406.19
38900,35.41
270094,17.17
18850,524.84
248185,16.21
436096,45.69
252096,28.41
401352,25.77
137528,29.92
463563,99.68
348067,673.71
225666,21.21
116407,98.14
195060,105.36
285841,9.12
3742,6.54
382299,2.16
198550,35.39
343916,14.01
163262,95.47
125884,18.33
97581,156.27
274997,257.41
239207,162.6
130824,853.38
45382,458.36
401828,232.29
382751,57.05
95025,49.6
107932,11.6
263896,22.77
384260,33.45
139494,39.01
156849,84.71
24318,104.88
370014,12.21
138088,333.09
459053,471.15
221251,2.67
349113,19.66
340987,12.95
457374,428.78
400443,34.18
62920,10.6
178234,24.32
253174,104.27
230748,2.79
20459,1.25
212486,10.27
267172,301.77
253230,7.01
336004,8.08
102400,17.14
371546,2796.45
312746,20.44
147182,14.04
111255,46.41
430362,6.16
78582,16.47
179489,14.37
162205,41.37
279719,11.7
273756,3775.26
217540,29.57
59132,47.14
4009,60.56
416917,2362.2
242710,13.68
131075,18.52
274995,15.59
272967,2.9
253851,1.99
20358,10.21
418242,110.78
134444,1885.58
257745,158.38
245057,33.76
410087,3.52
152121,1256.19
43641,11.46
453796,597.47
223879,13.97
351122,669.7
464067,1408.73
350083,212.49
79277,7.4
108719,121.58
453212,788.71
412138,189.99
124647,75.91
144036,3621.58
264360,1.75
389625,45.24
361215,5.67
78676,78.2
13014,35.18
469938,572.12
99080,383.43
275602,124.74
76205,242.01
248030,77.66
160464,59.44
217583,33.76
382988,96.92
176349,2.12
288133,22.84
334544,675.37
239481,36.61
358651,40.34
222577,1.79
249716,28.26
142936,4.22
58428,148.17
455377,1237.31
218295,90.44
232636,73.32
133591,24.41
72677,253.13
69364,127.08
78826,191.71
168471,866.54
453053,41.89
61703,314.74
275694,17.6
268511,18.69
5672,32.32
14332,0.55
40515,4.84
200927,32.63
205809,97.07
139471,38.0
240216,70.42
20713,25.18
115712,1207.2
403403,162.28
182073,4.69
372698,96.11
78718,65.05
417253,3.28
72328,446.37
395449,0.96
457430,17.59
433971,4.68
223854,17.01
389996,16.35
81076,2.79
450794,0.91
36684,28.03
261673,8.78
193042,98.27
31575,148.32
118716,9.15
471417,21.99
357501,25.09
23711,71.41
306463,161.34
375815,224.02
265063,164.73
21040,5.98
313742,17.43
189971,390.67
465651,26.58
457228,1.43
264416,9656.49
141028,101.34
223165,33.02
309747,818.42
31744,23.65
122012,119.76
364994,21.48
28910,19.48
453067,68.3
344159,21.46
406670,39.49
363709,354.48
278656,29.55
283676,155.54
35545,35.42
260236,3.17
192123,35.42
92604,12.87
55200,0.59
396999,202.71
421656,11.75
356745,26.74
326123,150.72
275406,290.7
38468,15.18
456363,60.8
219808,82.92
288518,8.71
200737,1102.34
268204,13.09
333629,3.7
147992,82.23
345452,145.74
141766,7.44
211660,21.2
202232,0.32
271731,6.22
319163,33.52
160884,451.36
218894,28.7
52247,1297.06
161708,2.36
187248,46.4
89364,7.2
154907,110.18
402253,10.95
150443,11.59
277332,2.9
446040,37.62
41219,23.1
2605,2.57
111997,173.17
163360,10.56
15766,9.23
73892,22.66
157157,148.02
443300,23.05
59200,6.9
204424,22.63
206561,157.99
422150,10.38
155171,89.22
236699,636.78
286932,37.48
104563,10.02
463437,305.25
54353,161.83
49746,5.1
275795,10.63
358546,16.73
136494,2.96
81280,55.83
457013,32.28
374254,13.48
214852,71.22
65323,259.8
158330,71.11
321791,50.51
355143,19.35
412349,77.95
85821,130.46
270726,58.18
99867,24.77
21754,36.38
29745,7.83
291222,22.49
444941,313.0
246522,45.15
217239,504.39
47577,12.13
270686,6.6
242875,979.84
229015,38.55
24659,7858.71
230076,21.53
201890,22.13
112052,96.5
148229,38.76
89925,38.42
78685,5.11
462934,35.11
285452,380.83
461218,31.52
418196,94.28
411997,1.565
48567,9.46
144332,298.93
292877,29.67
241049,20.24
6780,19.79
237162,84.32
235247,48.55
86510,41.9
249602,14.77
426689,48.29
570,5.29
206887,99.76
17865,23.33
39029,2.38
420914,201.1
408775,19170.23
206448,162.01
44034,24.08
406509,29.59
459605,201.74
321388,53.49
140562,31.18
175017,530.84
152710,3.23
62027,275.46
150584,18.25
150157,365.73
207687,106.86
117279,115.27
402733,5.14
128222,26.12
229165,2149.94
422855,743.46
37204,191.67
155538,28.84
13050,17.65
109631,417.28
459909,10.6
69179,81.49
279689,19.83
454972,312.23
363010,198.78
389170,16.92
212885,52.76
203956,45.7
413258,50.72
229263,13.9
382695,25.89
37888,19.56
461660,19.98
165254,24.12
296767,9.68
215540,72.28
158406,47.37
152415,3.89
46258,47.65
178008,891.74
284450,176.24
420345,8.75
14226,0.94
131999,43.87
305628,828.98
470446,9.55
374215,18.9
463377,22.29
425680,8.19
239840,21.2
123761,17.32
48426,81.87
97092,96.99
30566,7.1
401804,13.31
459688,125.01
181107,45.39
361488,69.67
3080,8.92
120497,217.77
268158,18.88
238759,39.83
168634,18.28
126318,33.14
126708,35.61
455633,177.55
218516,92.27
433983,0.64
272564,83.68
189311,11.27
103684,65.27
240523,444.85
1655,807.63
156660,359.38
76055,128.61
118799,1.64
194476,85.16
179366,389.71
386597,1363.65
65045,121.53
371908,19.37
51075,181.05
389402,22.84
139026,106.57
138998,229.55
428565,87.64
60188,43.28
385379,253.11
132415,42.73
115963,40.09
317292,3.35
357167,99.93
91299,20.84
42826,22.12
329351,4.76
290717,92.4
45049,73.95
87129,89.0
309957,21.96
40525,11.57
273347,37.41
132295,0.9266666666666665
397237,16.98
411528,29.17
417472,28.41
35487,303.27
51299,21.58
3043,37.48
7272,106.55
314497,6.01
283562,25.45
427611,14.37
254580,44.56
241600,23.62
302172,23.43
356918,89.54
98432,24.44
462804,42.34
380280,45.32
191195,52.52
245035,30.02
393373,4.46
176594,1821.66
30926,32.16
105194,22.55
144606,35.03
16922,294.58
78911,190.4
59362,165.13
321786,385.38
137201,236.42
373849,77.76
212418,363.98
286296,29.46
185190,158.69
386790,9.44
352926,75.64
199235,18.24
132176,1.45
268964,66.7
322171,26.57
182019,8.77
265572,1.5625
73217,17.23
396977,45.94
239967,103.36
328777,525.49
228649,21.41
323169,3.63
82317,69.61
150408,74.82
166125,5.36
195305,42.22
44099,77.93
220710,53.29
295195,124.29
237150,9.98
47873,255.12
402883,14.8
397194,15.46
466972,20.56
209882,42.02
317206,3077.97
61424,202.83
81562,18.79
363431,20.44
48893,4.81
251471,63.06
278403,6.52
436041,42.14
21659,22.19
468244,28.18
145026,2.57
289805,161.48
238999,27.39
348187,753.28
22265,3487.93
387279,7.8475
258882,10.21
209152,200.67
446620,2793.05
453452,9.55
166825,77.58
17459,127.34
373055,206.8
236495,63.3
101426,69.58
228396,122.42
283887,104.45
8584,27.13
34580,110.1
129774,28.98
307677,914.2
61025,3.63
250750,15.67
136453,10.01
391143,1035.6
269044,2280.78
25161,33.05
402328,56.98
100014,13.22
254757,66.26
468759,3212.0
460019,80.78
182402,7.13
55837,3.97
155494,4614.9
88813,371.68
20345,18.16
5802,15.88
416767,32.36
222008,7.77
201334,5.32
74774,170.6
74139,148.82
143525,863.07
210873,13.86
109805,42.74
105593,14.17
176414,17.25
50439,21.83
259991,100.79
156422,6.44
32595,35.86
4112,65.45
225057,84.02
70885,142.19
376987,3.76
248644,122.43
277076,112.83
398086,32.5
332387,142.17
463867,136.93
5476,6.22
248540,45.07
160310,72.14
137352,5.3
45341,61.46
142314,53.22
94934,14.81
347770,54.52
133869,383.57
330309,1.73
154411,7.71
273630,1.4925
423524,44.11
197383,152.65
74039,19.84
283860,61.95
372000,1245.63
389328,105.55
422092,26.1
301848,27.99
332838,432.15
281080,43.19
3075,49.49
92388,29.41
182968,17.04
357488,228.84
294434,21.07
197140,35.1
247223,23.02
53381,622.44
60528,112.76
405242,2.32
168252,30.24
218547,25.26
63063,89.45
378166,94.81
321582,1.95
262309,23.53
131448,20.47
338414,63.73
165836,48.98
12732,548.18
5309,15.93
313455,35.0
2873,483.22
428914,18.81
75441,20.81
114969,19.31
445435,41.66
144308,221.55
458328,50.04
85411,154.95
423014,4.05
176888,12.46
368323,2.79
114871,4.43
281190,19.62
270210,121.81
19791,19.42
180479,62.35
201939,15.81
267331,48.95
106254,192.92
23788,11.32
312243,48.5
179060,1.72
258189,77.62
265093,3.7
157073,4.09
455239,14.3
423301,4.7
419516,346.06
31089,20.46
247863,42.58
268838,2147.03
31350,0.8466666666666666
164587,10.57
419100,402.67
76880,7.0
127107,18.11
360295,63.29
347054,30.88
300960,38.94
457705,16.18
155716,1111.53
305682,46.87
350169,21.14
344350,276.71
464117,5.87
84160,71.28
220288,7.11
438010,31.1
349731,9424.45
190179,24.25
152387,11.63
422617,407.86
317117,34.45
389334,4.7
454331,32.71
378999,223.75
469651,35.08
261586,15.25
439990,37.69
57272,4.73
178855,320.4
250944,178.96
429797,14.52
418533,16.43
186360,433.28
305261,42.05
285695,52.79
368277,6.37
287290,19.84
303577,35.29
103923,298.09
365477,186.79
425023,7821.39
20466,7.15
76368,53.74
167646,14.99
345260,80.3
423542,185.22
173487,14.43
17568,12.62
335512,23.81
349562,938.21
32858,2.41
379393,533.16
333405,20.54
83785,23.0
85018,79.83
140095,40.13
461823,15.72
183053,239.82
450737,11.94
295029,69.5
328650,435.52
329866,251.38
404747,5.01
47826,11.73
300651,8.75
119932,14.98
433993,64.04
306875,0.83
230750,162.62
19524,37.95
386054,11.05
434523,31.19
427590,12.49
189108,86.53
392935,971.87
367214,42.82
307842,55.34
186617,9.5
240388,0.18
11830,21.98
181100,417.7
174867,48.91
1206,9.3
78642,382.53
66702,21.15
446342,10.55
376400,15.69
260675,261.33
37623,15.13
143440,8.1
247675,1.65
73242,4.63
418298,52.79
210129,1105.7
346618,29.9
277716,36.39
276859,64.5
238372,75.12
56259,39.85
38717,9.97
374379,55.18
231004,15.18
123366,30.88
231557,25.62
225828,6.88
403213,390.57
221766,5803.76
459275,20.86
401640,81.7
407953,23.78
33503,4.74
438684,37.88
227179,450.11
70988,2.3
279301,265.88
131188,2.7
384079,53.27
77014,1658.45
58021,20.88
362670,2.43
147129,12.01
191461,0.28
92822,1002.19
119305,13.59
87759,27.01
70697,423.96
450618,92.97
453744,318.89
74727,12.08
16212,70.01
99553,69.07
322053,7.37
402355,18.41
406574,11.21
294022,23.86
87592,21.84
272438,22.87
136834,718.6
188800,100.21
3741,1005.48
328521,449.32
282308,30.62
24685,55.9
268515,19.55
463903,32.14
24956,12.55
159959,28.76
363846,21.96
309096,64.62
261684,15.97
187115,16.98
276526,25.21
347430,638.26
85927,8.68
191460,26.82
343660,1696.66
333914,58.29
173077,7.8
79573,17.07
196177,7.46
108908,1333.53
387345,1068.5
51517,17.56
385206,33.1
96057,309.03
285953,10.43
95572,23.72
271242,31.56
298531,103.44
134182,23.91
146031,23.05
375670,46.12
192070,19.26
99964,389.66
460691,1123.19
82677,19.3
458909,14.4
101298,282.74
339249,7.18
440116,169.65
282299,107.51
18724,261.39
254972,48.44
74474,2.37
233552,60.47
437963,161.33
208273,13.09
208799,16.12
416153,11.26
200903,1.72
207547,409.08
171979,122.04
193755,16.67
243876,375.0
152009,4.29
7047,5.72
166684,2111.99
462199,1.76
416217,47.48
379924,32.5
201171,1.33
470615,10.69
225150,47.76
224636,57.79
305330,48.62
207637,29.68
240208,66.49
269763,3.91
332973,79.46
335452,68.09
318491,31.64
293714,342.41
343468,363.5
403309,10.62
330677,33.33
217342,24.54
413860,20.76
353277,162.23
47619,45.95
264698,199.01
188551,208.46
253885,16.27
200489,7.47
408067,8.67
377701,49.76
70463,1.38
432523,337.31
233187,99.08
144600,3.28
40549,52.88
240980,21.12
326736,18.61
338791,27.6
28235,462.71
326406,21.29
116534,156.24
322754,95.11
105213,5.12
156293,17.26
64605,166.8
378016,10.5
182043,46.87
38202,6.83
186685,4.84
59560,216.12
385587,4.33
239622,57.69
455758,108.76
379100,109.61
316591,2.54
450327,75.47
432034,176.72
454430,85.26
215328,46.02
222142,151.96
112924,47117.46
371130,32.43
430007,236.93
45092,42.59
237015,6.33
373606,11.39
345533,80.22
108847,34.85
325872,5.02
168764,6.38
425803,2484.5
261217,5.01
406135,3.57
177837,4.24
319951,249.48
652,1.17
17280,43.38
69923,22.63
295024,15.05
36474,120.31
270197,186.29
8045,384.87
444995,20662.78
220862,4.44
364818,165.13
172298,34.53
255546,364.57
38748,15.76
148340,278.92
321077,6.14
240385,8.89
346243,72.28
302439,17.67
1589,362.16
400091,12.19
143546,166.27
320267,115.16
6333,54.25
267388,49.9
145340,93.29
110717,28.65
338465,10.28
415060,111.64
266935,2.36
469224,49.35
221129,100.77
220969,22.48
43345,10.51
51198,41.02
256266,17.41
257034,14.97
458757,33.03
470045,19.38
329186,8.7275
308862,57.87
426956,352.19
378776,41.43
194110,7669.63
462298,103.01
269833,744.43
3570,6.8
408490,8.77
271166,5.66
149148,162.05
274054,39.7
21699,0.41
235723,8.05
363187,21.31
439485,126.72
423435,180.18
457764,326.67
304427,113.96
176870,19.58
140390,21.93
89511,2254.41
105170,85.16
158977,44.77
464555,0.81
37388,25.85
104197,10.48
380266,207.54
107629,20.46
330467,40.56
217502,8.49
312894,21.11
253757,16.97
434813,16.09
405388,271.0
264409,74.58
167731,6.45
204292,10.19
349992,8.12
231,2.02
356972,18.77
245009,43.46
111589,179.75
160574,26.19
102943,10.19
347902,38.57
348502,54.98
56353,18.69
23254,2.18
326168,49.44
421605,23.91
318209,54.95
464322,54.3
169782,42.5
80036,35.29
101322,45.93
458288,39.96
434534,0.73
259243,9.48
308815,284.28
405336,66.3
445012,14.8
443383,161.26
132859,24.92
355811,3.64
32751,20.14
376824,2884.37
134893,25.06
322364,10.17
404268,1.0
104558,60.27
187339,808.79
142194,147.18
373083,0.73
376338,9.89
55630,0.85
189009,3.12
184122,3881.22
167050,38.58
447909,17.69
417098,8.99
144255,535.63
101997,90.99
162010,51.62
325389,534.1
368021,55.48
272724,368.26
340055,2.77
298240,17.37
111756,72.76
198562,27.14
212242,42.97
188658,111.52
468057,57.67
437388,132.97
243677,87.98
132597,20.69
34470,75.01
86970,79.56
420340,16.19
195683,9.03
85945,33.52
203219,169.59
282563,308.92
319075,32.61
141261,60.0
311690,1319.58
74113,43.98
398556,17.22
123170,29.54
285141,7.77
26619,12.12
226392,184.92
78849,21.58
408609,70.18
395453,495.7
417634,36.73
356996,38.15
70664,3.92
397427,17354.76
154107,45.85
390829,146.85
350022,14.35
446339,1579.66
399368,187.37
216387,17.75
110821,99.43
404475,233.03
423735,109.21
48718,57.6
75709,2.12
4654,85.31
397695,136.3
8785,5.41
432736,47.6
367292,15.95
120227,0.89
33627,57.43
254460,24.98
129369,350.05
191094,9.58
352108,67.56
194238,25.33
287938,6.26
149912,7868.43
241957,12.38
317368,20.35
137423,1.1
115008,48.25
374487,1251.21
178029,68.8
221123,56.89
55374,10.51
335503,27.73
266787,11.23
221984,15.83
56729,0.77
256845,161.79
451320,31.93
408705,3.88
304717,12.68
322104,25.87
103443,136.41
122244,3.23
303140,1.0125
108660,24.04
411757,39.06
365967,250.45
230439,53.28
283505,222.56
215278,26.82
302828,258.6
454304,110.04
72971,16.58
342305,10.97
245192,36.09
409931,6.62
363475,111.19
235265,80.24
252189,125.03
151840,22.74
304774,12.56
154165,2.18
261364,15.11
205106,26.57
411282,73.12
123533,123.25
431217,8.93
449770,299.72
374589,24.58
376741,36.15
262801,362.38
272003,12.45
401862,119.66
459723,18.58
146532,161.64
387292,7.36
297404,54.68
226593,84.1
133648,16.92
160852,2799.84
196113,23.62
205490,26.45
313950,6.14
402158,12.12
296179,5.65
106551,12.97
336378,181.07
340662,166.22
422806,192.85
189188,157.39
188545,34.84
236731,13.75
297670,33.07
2602,776.68
321994,10.77
170820,5.99
415657,212.75
33118,17.69
95240,13.74
140675,21.34
145879,35.28
190579,11.65
181588,14.88
61087,236.26
380608,2304.2
105084,3.66
34531,121.26
179805,12.8
340728,26.0
370962,267.47
94366,109.79
361963,13.06
427094,66.42
332836,29.72
317162,165.01
339234,40.95
4331,29.62
26273,31.77
24864,112.43
192603,13.42
367750,528.6
295569,240.32
468043,68.21
153875,45.79
279875,169.62
410128,13.76
86999,83.72
31570,511.38
164642,90.26
242728,22.45
429256,126.33
61767,195.49
26127,4.43
121040,2.18
290260,234.28
249142,194.59
147653,32.59
402607,5.67
359511,3.09
308180,4.72
50231,11.18
325669,60.0
161146,15.92
207247,19.03
252147,4.32
6179,568.72
266768,116.6
319347,9.44
276274,68.93
277973,53.32
57697,132.53
409152,467.41
463411,58.14
54176,51.03
139047,21.38
73429,2.14
67845,393.07
309490,68.19
455698,69.15
221653,98.3
251624,3.51
390080,5.85
60747,177.91
94343,38.21
381866,102.73
5502,18.69
86011,17.5
347515,12.39
193836,84.72
8552,22.11
396896,0.24
452760,14.39
136070,347.26
48312,6.35
136642,11.52
152013,36.6
13406,2.28
241127,80.68
168216,163.34
310316,30.43
12758,103.91
198717,74.79
277333,504.83
392973,22.74
208595,17.89
93593,73.78
237069,128.65
403014,57.66
271151,12.63
104591,0.74
12651,277.83
113551,43.09
376507,241.74
419180,4.44
134658,42.04
153539,4.56
59797,94.66
255977,20.93
192214,104.65
427052,1896.5
421967,96.24
177099,2.29
398460,19.43
109349,4.56
18965,80.73
115244,19.42
58462,9.85
61817,34.72
393212,84.86
228405,24.26
118437,29.81
408103,14.29
177558,18.83
291563,351.72
253281,13.74
144765,28.88
464867,40.13
55695,30.66
96979,160.45
274873,0.74
20482,7.43
128407,464.64
382078,49.51
315883,229.43
389546,69.52
465764,13.56
113917,57.25
332896,40.24
28555,3.21
198890,9.57
39336,30.65
145732,20.88
273886,7135.46
272715,20.46
85897,177.02
191614,38.98
12996,18.16
147124,293.6
51750,89.77
169393,13.19
103699,659.59
10944,6.5
212588,31.04
258560,246.66
225777,17.73
267092,13.29
21445,110.22
63567,5.64
131225,13.64
119787,0.38
119510,622.06
323317,1693.88
72613,348.27
404312,12.63
268262,0.3
324849,29.43
396357,9.2
71968,880.03
307655,22.48
372078,1.91
70922,95.91
396653,236.22
404817,18.38
430294,100.57
446195,20.1
371740,32.81
234328,5.08
453901,77.97
417919,123.27
13293,39.89
122929,45.18
61200,49.18
141938,163.71
383345,14.58
429221,58.38
348444,9.59
259350,61.32
43879,5.84
157905,16.54
95069,3.38
400348,50.58
267397,85.03
133417,48.81
103046,29.08
11513,7.15
446645,2504.2
329468,443.93
96174,73.93
374201,41.23
237910,19.67
262045,14.74
69504,2.38
412361,16286.98
254731,12.13
220928,29.55
356044,148.65
138516,2603.44
47340,50.64
72304,2.07
220637,365.61
155631,11.4
347922,68.8
211985,54.18
226489,229.76
211807,6.91
182988,8.89
72023,72.75
195932,73.3
218177,22.67
185166,13.89
57246,26.83
333985,26.2
202757,13.55
230846,1.62
46711,10.47
349370,22.41
403180,1336.14
437804,129.01
387368,61.67
235510,3.76
18685,42.13
112035,127.58
100252,736.92
277834,138.63
87868,17.07
360757,291.38
397942,29.18
178500,15.49
76288,35.86
247785,480.05
232763,16.54
469342,119.73
82319,653.79
446336,23.22
273591,247.84
27190,206.5
202657,31.59
147488,234.8
304258,31.75
334882,22.2
286186,236.28
274999,9.5
177553,3.65
118494,31.15
450378,13.1
333375,36.92
66983,58.92
295196,4.0
469498,373.85
145436,2.49
443438,57.56
